Date,Price,Open,High,Low,Vol.,Change %,Close,Volume,MA10,MA50,Returns,Volatility,RSI,MACD,UpperBand,LowerBand
2021-08-10,236.66,238.0,238.86,233.96,40.30M,-0.53%,236.66,40300000.0,232.644,217.34599999999998,-0.005295897780766556,0.01970943073314077,69.14513757613946,5.576557452780207,243.97843781200172,205.50856218799825
2021-08-11,235.94,237.57,238.39,234.74,29.40M,-0.30%,235.94,29400000.0,234.67199999999997,217.90540000000001,-0.003042339220823087,0.020045984348670935,71.0708117443869,5.520676833363751,245.21443409742284,206.08756590257718
2021-08-12,240.75,235.45,240.93,233.13,53.05M,2.04%,240.75,53050000.0,236.169,218.68619999999999,0.020386538950580624,0.01580567714138847,76.7337807606264,5.797685728882328,247.0560907541795,206.63390924582055
2021-08-13,239.06,241.24,243.3,238.11,50.19M,-0.70%,239.06,50190000.0,237.16799999999998,219.6484,-0.007019730010384251,0.01606113705289843,71.52461505096508,5.81383018287687,248.13151243674855,207.9904875632514
2021-08-16,228.72,235.02,236.5,225.47,69.31M,-4.33%,228.72,69310000.0,236.38400000000001,220.22920000000002,-0.043252739897933545,0.01889674966455572,63.21640789725896,4.9353811917571875,247.89308086632192,209.55991913367805
2021-08-17,221.9,224.22,224.86,216.28,71.16M,-2.98%,221.9,71160000.0,234.916,220.63299999999998,-0.029818118223154944,0.02060740637049151,55.35530381050464,3.646848435845669,247.83203434374138,209.79396565625854
2021-08-18,229.66,223.25,231.92,223.12,61.05M,3.50%,229.66,61050000.0,234.185,221.2022,0.03497070752591247,0.024367235197349176,53.47048300536672,3.2147860380705993,247.7552250014504,210.99377499854967
2021-08-19,224.49,226.07,228.85,222.53,42.94M,-2.25%,224.49,42940000.0,232.81300000000002,221.7002,-0.02251153879648171,0.024916696593723683,46.03669089650399,2.427218221716089,247.2953629353999,212.26063706460013
2021-08-20,226.75,227.62,230.71,224.57,44.53M,1.01%,226.75,44530000.0,232.185,222.1678,0.010067263575214813,0.024660688608792225,40.666032350142714,1.9628022035270476,246.44865786118066,214.33634213881936
2021-08-23,235.43,228.48,237.38,226.92,60.79M,3.83%,235.43,60790000.0,231.936,222.81040000000002,0.038280044101433264,0.026984162568947232,49.06061101127267,2.268997035959842,246.50210437391166,215.90489562608838
2021-08-24,236.16,236.89,238.41,234.21,39.25M,0.31%,236.16,39250000.0,231.88600000000002,223.4156,0.0031007093403558894,0.026956702073881112,49.341998375304634,2.5412693743506622,245.63369162593966,218.89630837406037
2021-08-25,237.07,235.68,238.99,234.67,37.94M,0.39%,237.07,37940000.0,231.99900000000002,224.16119999999998,0.003853319783197806,0.02695512819045455,49.06893172165958,2.7982204158323043,244.32230256154222,222.34869743845778
2021-08-26,233.72,236.1,238.47,232.54,39.64M,-1.41%,233.72,39640000.0,231.296,224.8032,-0.01413084742902937,0.026372866670192095,50.58090587641018,2.700410315388268,244.12765853908093,223.3373414609191
2021-08-27,237.31,235.0,238.33,234.03,41.50M,1.54%,237.31,41500000.0,231.121,225.43880000000001,0.015360260140338866,0.02690470120954303,49.47495265966605,2.8793863299647455,244.4139897633716,223.87501023662833
2021-08-30,243.64,238.24,243.67,237.58,55.81M,2.67%,243.64,55810000.0,232.61299999999997,226.15619999999998,0.026673970755551668,0.023389376947475386,55.525649145028495,3.4917534487358637,245.57498105815083,223.4220189418492
2021-08-31,245.24,244.33,246.8,242.15,62.57M,0.66%,245.24,62570000.0,234.94700000000003,226.92219999999998,0.006567066163191582,0.01962431174484252,57.261086820737056,4.0593715224313485,246.98460578014493,222.87839421985507
2021-09-01,244.7,244.69,247.33,243.76,39.61M,-0.22%,244.7,39610000.0,236.45099999999996,227.6582,-0.002201924645245601,0.017856772355755644,53.30433327756399,4.414748970227748,248.11888746923407,222.5171125307659
2021-09-02,244.13,244.83,246.99,243.51,38.39M,-0.23%,244.13,38390000.0,238.41500000000002,228.16359999999997,-0.002329382917858558,0.015147790934426572,54.32225063938618,4.597397979524345,248.95868772681882,222.26931227318113
2021-09-03,244.52,244.08,244.67,241.4,45.81M,0.16%,244.52,45810000.0,240.192,228.5218,0.001597509523614482,0.015288055894872364,66.22176591375772,4.71921816652852,250.04431432202057,222.3326856779795
2021-09-07,250.97,246.67,253.4,246.42,60.12M,2.64%,250.97,60120000.0,241.746,229.06199999999998,0.026378210371339694,0.01292090123789299,80.07448789571694,5.275410983508664,252.18890628614906,221.4930937138509
2021-09-08,251.29,253.86,254.82,246.92,56.38M,0.13%,251.29,56380000.0,243.25900000000001,229.4964,0.0012750527951548296,0.0129867920996143,76.44900953778429,5.676583008396136,254.22334524486416,220.92165475513593
2021-09-09,251.62,251.14,254.03,250.54,42.23M,0.13%,251.62,42230000.0,244.714,229.99040000000002,0.0013132237653707968,0.01306466553416819,87.628294036061,5.952525956574135,256.1229062355421,220.59009376445795
2021-09-10,245.42,253.2,254.2,244.84,45.55M,-2.46%,245.42,45550000.0,245.88400000000001,230.3674,-0.024640330657340503,0.015128196028378497,73.34333583395846,5.606298625869414,256.6098043099367,220.57019569006331
2021-09-13,247.67,246.74,248.26,236.28,68.86M,0.92%,247.67,68860000.0,246.92,230.8014,0.009167956971722013,0.014779698505714518,68.2359952324195,5.450635633142156,257.4932810860364,220.54771891396362
2021-09-14,248.16,247.52,251.49,245.47,55.57M,0.20%,248.16,55570000.0,247.372,231.23860000000002,0.0019784390519643758,0.012533162693410453,68.00720288115244,5.3056502612544705,258.2274679981822,221.75753200181782
2021-09-15,251.94,248.33,252.29,246.12,46.07M,1.52%,251.94,46070000.0,248.042,231.8802,0.015232108317214665,0.013174020841832654,70.54434926775349,5.433132944120246,258.3513330358935,224.63766696410653
2021-09-16,252.33,250.94,252.97,249.2,41.77M,0.15%,252.33,41770000.0,248.805,232.62919999999997,0.001547987616099089,0.013069503841524123,78.00180559735175,5.502207605121953,259.1801957201419,226.07580427985806
2021-09-17,253.16,252.38,253.68,250.0,84.61M,0.33%,253.16,84610000.0,249.708,233.34039999999996,0.0032893433202552114,0.01292767402510492,76.00918936659004,5.5598335349081935,258.87415216666193,229.248847833338
2021-09-20,243.39,244.85,247.33,239.54,74.27M,-3.86%,243.39,74270000.0,249.59499999999997,233.8286,-0.03859219465950392,0.01864263969556065,49.631377174874665,4.7622489096990535,257.2831226101137,232.50387738988627
2021-09-21,246.46,244.93,248.25,243.48,48.99M,1.26%,246.46,48990000.0,249.14399999999995,234.1864,0.012613500965528601,0.016878252948017113,51.72413793103448,4.327990312629822,257.0158444853974,233.8741555146026
2021-09-22,250.65,247.84,251.22,246.37,45.38M,1.70%,250.65,45380000.0,249.07999999999998,234.74239999999998,0.017000730341637516,0.017886783950156904,57.62234178836793,4.272682405380323,257.0886661046547,235.25033389534525
2021-09-23,251.21,251.67,252.73,249.31,35.84M,0.22%,251.21,35840000.0,249.039,235.41080000000002,0.002234191103131833,0.017897287894555833,59.07227063044593,4.225330826704749,257.12542964886364,236.62757035113637
2021-09-24,258.13,248.63,258.27,248.19,64.12M,2.75%,258.13,64120000.00000001,250.31,236.236,0.027546674097368662,0.017524261008151184,64.9396267837541,4.6921028852728455,257.530401128018,238.66359887198195
2021-09-27,263.79,257.71,266.33,256.44,84.21M,2.19%,263.79,84210000.0,251.92200000000003,237.217,0.02192693603997986,0.0182927315671425,64.32082216264521,5.455846203122206,259.85928358546136,238.98271641453863
2021-09-28,259.19,262.4,265.21,255.39,76.14M,-1.74%,259.19,76140000.0,253.025,238.09260000000003,-0.017438113651010334,0.01979237107943594,58.05464926590537,5.62509414499138,261.1286384880708,239.2683615119292
2021-09-29,260.44,259.93,264.5,256.89,62.83M,0.48%,260.44,62830000.0,253.875,238.898,0.004822716925807269,0.019437889486798296,58.82706164931943,5.793307271584183,262.53181099419726,239.3851890058028
2021-09-30,258.49,260.33,263.04,258.33,53.87M,-0.75%,258.49,53870000.0,254.49099999999999,239.6992,-0.007487329135309473,0.019746009815594292,64.29665281120106,5.703522031489257,263.29426635450113,240.0017336454989
2021-10-01,258.41,259.47,260.26,254.53,51.09M,-0.03%,258.41,51090000.0,255.016,240.53900000000002,-0.00030948972880950887,0.0197646676235489,62.33348644924211,5.561798301711292,263.8169655516487,240.9070344483513
2021-10-04,260.51,265.5,268.99,258.71,91.45M,0.81%,260.51,91450000.0,256.728,241.46,0.00812662048682311,0.013604198311630669,63.67663344407529,5.554900242179144,264.5437211781072,241.77927882189277
2021-10-05,260.2,261.6,265.77,258.07,55.30M,-0.12%,260.2,55300000.0,258.102,242.2798,-0.0011899735134928147,0.013660642922014351,59.90882917466409,5.461462728389819,265.37360329918084,241.8723967008191
2021-10-06,260.92,258.73,262.22,257.74,43.90M,0.28%,260.92,43900000.0,259.129,243.1996,0.002767102229054741,0.013060219421078486,60.22375624851226,5.383453705011959,266.2356317214054,241.97336827859456
2021-10-07,264.54,261.82,268.33,261.13,57.59M,1.39%,264.54,57590000.0,260.462,244.17719999999997,0.013873984363023117,0.013389990370710904,62.700892857142875,5.549760553305532,267.67466174620574,241.8263382537942
2021-10-08,261.83,265.4,265.46,260.3,50.22M,-1.02%,261.83,50220000.0,260.832,244.8982,-0.01024419747486216,0.011617953615225711,74.43031266560673,5.400630470876763,268.0779073967773,243.06409260322275
2021-10-11,263.98,262.55,267.08,261.83,42.60M,0.82%,263.98,42600000.0,260.851,245.5964,0.008211434900508019,0.00956467757268647,73.79141770776748,5.393754987824309,268.85112493366023,243.92187506633977
