Date,Price,Open,High,Low,Vol.,Change %,Close,Volume,MA10,MA50,Returns,Volatility,RSI,MACD,UpperBand,LowerBand
2022-01-24,23.37,22.33,23.38,20.89,915.81M,0.00%,23.37,915810000.0,25.859,29.367600000000003,0.0,0.025345970537763184,16.74876847290639,-1.4312393641344805,32.15290400486918,22.977095995130817
2022-01-25,22.32,22.55,22.94,22.0,664.62M,-4.49%,22.32,664620000.0,25.351,29.2062,-0.04492939666238771,0.02583686617106773,16.393442622950815,-1.6036406738076003,31.996032478581828,22.270967521418182
2022-01-26,22.77,23.24,24.06,22.3,755.96M,2.02%,22.77,755960000.0,24.846,29.053800000000003,0.020161290322580516,0.02660474316813207,23.54874041621028,-1.684540381684748,31.747493395346666,21.764506604653334
2022-01-27,21.94,23.57,24.0,21.68,573.35M,-3.65%,21.94,573350000.0,24.240000000000002,28.892200000000003,-0.03645147123407988,0.02538200499422177,16.737739872068246,-1.7949371285208606,31.539387445693002,21.166612554306994
2022-01-28,22.84,22.01,22.86,21.3,543.77M,4.10%,22.84,543770000.0,23.867,28.745,0.04102096627164986,0.0305656928918556,26.41711229946523,-1.7891803104748405,31.19345519486215,20.837544805137856
2022-01-31,24.49,23.18,24.51,23.05,564.68M,7.22%,24.49,564680000.0,23.622000000000003,28.6496,0.07224168126094566,0.04054504761650539,36.589861751152064,-1.6326565321142894,30.73140742186488,20.80759257813512
2022-02-01,24.64,25.1,25.14,23.89,518.93M,0.61%,24.64,518929999.99999994,23.496000000000002,28.5088,0.0061249489587587025,0.03933607741295511,34.97164461247637,-1.4794523578191026,30.032944098539208,20.958055901460792
2022-02-02,25.24,25.79,25.82,24.55,543.42M,2.44%,25.24,543420000.0,23.512999999999998,28.354,0.024350649350649345,0.03895504114446309,37.454545454545446,-1.2946974935386102,29.46412429624636,21.121875703753638
2022-02-03,23.95,24.46,25.08,23.78,410.18M,-5.11%,23.95,410180000.0,23.493000000000002,28.193799999999996,-0.0511093502377179,0.040744657030134954,37.93738489871086,-1.2380981270107227,29.174646055187313,21.04635394481269
2022-02-04,24.32,23.97,24.64,23.63,354.83M,1.54%,24.32,354830000.0,23.588,28.0452,0.01544885177453037,0.039323658797481155,37.93738489871086,-1.1501288440955868,28.726496967015947,21.108503032984054
2022-02-07,24.73,24.37,25.18,24.2,376.87M,1.69%,24.73,376870000.0,23.724,27.886400000000002,0.016858552631578982,0.03946158301121601,44.28152492668622,-1.035393607121101,28.438914513265356,21.144085486734642
2022-02-08,25.11,24.36,25.23,23.98,410.36M,1.54%,25.11,410360000.0,24.003,27.7586,0.015365952284674522,0.035119626193672,50.20449897750511,-0.9033885797807351,28.117539125440082,21.236460874559917
